genetic	189.8467477214819
featural	26.14817365531979
inventory	25.67816219004718
GB093	24.148788652552124
GB098	19.675453203116458
GB053	17.076212809526954
GB073	16.72457212554714
phonological	16.042046299394727
GB193a	14.84459523488344
GB020	14.638754540546374
GB136	12.357933624266563
GB030	11.692727721698413
geographic	11.440069045998495
GB109	11.381407066333024
GB024b	10.82204376465895
GB079	10.247884270840917
GB059	9.514760094546629
GB121	9.513462331209501
GB025b	8.723793696336957
GB080	8.690775869223712
GB022	8.081627720480107
GB114	8.034561454297297
GB023	7.009200331225822
GB057	5.337498630587519
GB198	5.275431439111179
GB138	5.189276445022022
GB108	4.9482089311138475
GB096	4.857128040928563
GB137	4.423963273515586
GB075	4.252305573804981
GB107	4.007838368690996
GB039	4.007776818471029
GB139	3.9708909232550385
GB099	3.8497779701032084
GB042	3.674199556275694
GB105	3.5539658224125477
GB193b	3.2943735061509702
GB065a	3.255119502057575
GB070	3.2197423399934038
GB081	3.184189814058217
GB433	3.0969457621262833
GB309	3.038316366559064
GB065b	2.838842112973163
GB095	2.713061148491265
GB082	2.625287279719487
GB072	2.54083560671742
GB158	2.4051165717907925
GB094	2.398535171862353
GB299	2.398201308932833
GB172	2.3607245537621733
GB132	2.3168241692156615
GB170	2.304771863114597
GB120	2.289663349765099
GB432	2.262081497856839
GB035	2.141429170034826
GB155	2.1080279407006772
GB068	1.975195924328132
GB147	1.9258455458859152
GB111	1.8751491418701003
GB321	1.8725387810898775
GB312	1.846977642843161
GB313	1.762110237032175
GB186	1.7182000124065036
GB298	1.6742741851432419
GB084	1.6489769586954603
GB110	1.6235830573449759
GB089	1.599803901700811
GB115	1.4613733304325829
GB133	1.4415540933101014
GB091	1.3360125527463176
GB130b	1.288409216160124
GB316	1.112792655275288
GB318	1.0908188275908204
GB058	1.03012421452017
GB192	1.0051107570232654
GB113	0.9847613064233552
GB119	0.9633258318274536
GB051	0.757898554629223
GB197	0.7298329619436779
GB090	0.717795499346473
GB074	0.6511991776060313
GB184	0.6056157955053177
GB196	0.5913682102479718
GB086	0.5737005163365129
GB171	0.5721575127999213
GB185	0.570564301642166
GB069	0.5583833327347582
GB071	0.4650201484222304
GB044	0.40300894814374094
GB083	0.32630744366906583
GB024a	0.17482617412778462
GB317	0.0
GB319	0.0
GB430	0.0
GB431	0.0
GB320	0.0
GB031	0.0
GB177	0.0
GB025a	0.0
GB036	0.0
GB037	0.0
GB038	0.0
GB043	0.0
GB052	0.0
GB054	0.0
GB028	0.0
GB092	0.0
GB103	0.0
GB166	0.0
GB104	0.0
GB021	0.0
GB117	0.0
GB129	0.0
GB130a	0.0
GB131	0.0
GB149	0.0
GB165	0.0
GB116	0.0
